Job Title,Company,Job Type,Location,Salary,Job Description
Self Catering Assistant,Crieff Hydro Limited,Full Time,"Crieff, Scotland",,"The Mansion House Bedding Company are looking to hire skilled Upholsterers to upholster bed frames with padding and fabric or leather to make divan bases, upholstered bedsteads, sofa beds and headboards. In this role, you will be responsible for selecting the appropriate materials for the job, and installing the upholstery to meet the desired specifications.
To ensure success as an Upholsterer, you should have in-depth knowledge of modern upholstery techniques, a good eye for detail, and the ability to visualize design ideas.
The Work
You could be:
taking pre-stitched cases and attaching to frames
covering frames with padding and fabric using tacking guns and glue
using decorative techniques such as fringing, piping and buttoning
Smoothing out imperfections.
Conducting quality checks on completed orders.
Pay
The rate of pay for this role will be from £10.00 per hour. This can be negotiable depending on experience.
Hours of Work:
Monday – Thurs: 07:00 – 16:00, Fri: 07:00 – 13:00
40 hour basic week with option of overtime where available.
Job Skills & Qualifications
Proven work experience as an Upholsterer.
Detail-oriented.
Knowledge of upholstery tools including nail/tacking guns.
Ability to lift, pull, and manipulate heavy objects.
Ability to stand and walk for up to eight ½ hours a day.
Contact:
To apply for this role, please send your CV to: Stephen Eccles, Managing Director.
For additional info regarding this role, please feel free to contact our office on 01473 255 888 Mon-Fri, 08:30 – 17:00.
These are roles we are looking to recruit for ASAP for the right candidates.
Promoted by: THE MANSION HOUSE BEDDING COMPANY LIMITED"
Carpenter,Ocean Housing,,"St Austell, SW",,"Are you a qualified carpenter? Do you hold skills in various trade disciplines? Are you interested in expanding your skills and experience across areas involving general maintenance of domestic properties? 
About the role
Working alone or as part of a team you will undertake duties of a carpenter on building maintenance and improvement work. The duties will include repairs and maintenance to the company’s housing stock and other properties as directed, ensuring that the quality of work meets the highest standards.
In addition the role requires the ability for the post holder to hold basic skills in various trade disciplines.
About You
You will have previous experience of a wide variety of carpentry maintenance works and of working in occupied domestic properties. You will have excellent levels of customer service and deliver services in an efficient and effective manner to minimise disruption to customers.
You will hold an NVQ level 2 or equivalent qualification in the relevant trade, The post holder willrequirea validBasic DBS check upon appointment and have the ability to transport oneself to various locations. You will also be willing and able to take part in our out of hour’s rota.
About Ocean Group
Ocean Housing Group owns, manages and maintains approximately 4,500 residential properties throughout Cornwall. It has a diverse range of activities within the three companies that make up the Ocean Group.We employ around 230 staff who ensure we work to our 5 Golden Threads:
Have residents at the heart of everything we do
Continue to strengthen our Governance
Provide good quality services, right first time
Provide innovative, energy efficient, good quality homes
Be an employer of choice, creating local job and training opportunities, recruiting and retaining the best people
Our Property Services Teamensures that all work carried out meets our customer’s needs, are safe, are energy efficient and achieve the Government's Decent Home Standard as a minimum. Our Responsive maintenance team provides a first class service which is cost effective, delivers repairs 'right first time' and ensuresflexible appointments areoffered tocustomers as a priority. Our improvement programme is on-going, giving many residents more comfort, affordable warmth and greater security and this is delivered by our Planned Maintenance Team. Since 2000,we have invested more than £65m in our properties installing, new kitchens, new bathrooms, new windows and doors, exterior wall insulation, central heating and exterior decoration.
What we offer
Competitive salary
Occupational Sick Pay scheme
Company Pension scheme – 4% contribution with employer match at 4% and this includes 3x annual salary Life Cover provision
Entitlement to more than the statutory days paid holiday per annum plus statutory bank holidays – this role entitles 27 days per year plus bank holidays
Family Friendly Policies
Work within an organisation with a comprehensive Health & Wellbeing strategy which includes FREE yearly Flu Jabs
Health and Wellbeing ‘Gold Award’ Winner two years in a row 2019 and 2020 and Mentor Healthy Workplace Winner 2020
Recognisedon the‘Mindful Employer’Charter
Disability Confident Committedemployer 2020
For more information regarding to specific responsibilities, knowledge and experience please refer to the Job Description and Person Specification by registering on our website 'Working with Us' page. 
Ocean is an equal opportunities employer and welcomes applications from all sections of the community.
Expiry Date: Tuesday 27th April at Midnight
Interviews to be held: Wednesday 5th May 2021 via video call"
Trainee Recruitment Consultant,Reperio Human Capital Ltd,,"Belfast, N Ireland",£20k - £25k Per Year,"Are you a qualified carpenter? Do you hold skills in various trade disciplines? Are you interested in expanding your skills and experience across areas involving general maintenance of domestic properties? 
About the role
Working alone or as part of a team you will undertake duties of a carpenter on building maintenance and improvement work. The duties will include repairs and maintenance to the company’s housing stock and other properties as directed, ensuring that the quality of work meets the highest standards.
In addition the role requires the ability for the post holder to hold basic skills in various trade disciplines.
About You
You will have previous experience of a wide variety of carpentry maintenance works and of working in occupied domestic properties. You will have excellent levels of customer service and deliver services in an efficient and effective manner to minimise disruption to customers.
You will hold an NVQ level 2 or equivalent qualification in the relevant trade, The post holder willrequirea validBasic DBS check upon appointment and have the ability to transport oneself to various locations. You will also be willing and able to take part in our out of hour’s rota.
About Ocean Group
Ocean Housing Group owns, manages and maintains approximately 4,500 residential properties throughout Cornwall. It has a diverse range of activities within the three companies that make up the Ocean Group.We employ around 230 staff who ensure we work to our 5 Golden Threads:
Have residents at the heart of everything we do
Continue to strengthen our Governance
Provide good quality services, right first time
Provide innovative, energy efficient, good quality homes
Be an employer of choice, creating local job and training opportunities, recruiting and retaining the best people
Our Property Services Teamensures that all work carried out meets our customer’s needs, are safe, are energy efficient and achieve the Government's Decent Home Standard as a minimum. Our Responsive maintenance team provides a first class service which is cost effective, delivers repairs 'right first time' and ensuresflexible appointments areoffered tocustomers as a priority. Our improvement programme is on-going, giving many residents more comfort, affordable warmth and greater security and this is delivered by our Planned Maintenance Team. Since 2000,we have invested more than £65m in our properties installing, new kitchens, new bathrooms, new windows and doors, exterior wall insulation, central heating and exterior decoration.
What we offer
Competitive salary
Occupational Sick Pay scheme
Company Pension scheme – 4% contribution with employer match at 4% and this includes 3x annual salary Life Cover provision
Entitlement to more than the statutory days paid holiday per annum plus statutory bank holidays – this role entitles 27 days per year plus bank holidays
Family Friendly Policies
Work within an organisation with a comprehensive Health & Wellbeing strategy which includes FREE yearly Flu Jabs
Health and Wellbeing ‘Gold Award’ Winner two years in a row 2019 and 2020 and Mentor Healthy Workplace Winner 2020
Recognisedon the‘Mindful Employer’Charter
Disability Confident Committedemployer 2020
For more information regarding to specific responsibilities, knowledge and experience please refer to the Job Description and Person Specification by registering on our website 'Working with Us' page. 
Ocean is an equal opportunities employer and welcomes applications from all sections of the community.
Expiry Date: Tuesday 27th April at Midnight
Interviews to be held: Wednesday 5th May 2021 via video call"
Technical Support Advisor,BAXI HEATING UK LIMITED,Full Time,"Kenilworth, MID",,"Technical Support Advisor
Ref: 252
  Technical Support Advisor
Customer Service
Warwick
 Your key tasks and responsibilities will be:
To ensure the satisfaction and confidence of all customers in Baxi Group products and services and resolve enquiries from all internal and external groups/channels under a multi-brand strategy.
The job holder is required to take full responsibility for all technical enquiries from customers, installers, designers and specifiers, and interpret and ensure compliance with relevant legislation and standards including health & Safety.
To demonstrate an understanding of all aspects of the Service function to enable a coordinated approach to resolution of customer queries in collaboration with all areas of the business.
To recognise, identify and escalate the potential impact of product and emerging issues and proactively contribute to improvement opportunities.
Provide technical input and support for other areas of the business (Customer Relations.)
Administer field-based submissions of industry warning notices and RIDDOR documents
Provide input to ensure accuracy of technical support material.
Represent company views and values in a professional and responsible manner to ensure an enhanced customer experience and drive a ‘world class’ technical support offering. Utilise business systems to support all activities within the role.
Undertake training to support development and the addition of new skill sets as required by the business.
Health & Safety awareness and knowledge of compliance.
EDUCATION AND EXPERIENCE
Essential
Good interpersonal skills with the ability to work under pressure whilst maintain a positive attitude and a logical, structured approach to problem solving with the ability for lateral thinking.
Excellent verbal and written communication skills are essential together with keyboard competency. 
Excellent interpersonal and communication skills.
IT awareness and system literacy.
Customer Service Experience
Desirable
Ideally a background in the domestic heating, gas or electricity industry. Experience of fault diagnosis would be an advantage.
City and Guilds in gas engineering or plumbing or NVQ equivalent. Knowledge of renewable technologies will be an advantage. City & Guilds in gas service engineering or equivalent, a
A minimum of 5 years’ experience in the central heating industry and ACS accreditation
A sound knowledge of British Standards, Gas Safety Regulations, Building Regulations and codes of practise, Electrical standards and Gas Safe requirements are essential.
Applicants with transferable skills from other technological / engineering / electrical fields would be considered.
Educated to degree level or with an equivalent technical qualification.
There is a requirement to work 40 hours a week within a shift rotation, which is Monday – Friday 8am – 8pm and currently one in five Saturday’s (This could be paid as overtime or day in lieu the following week).
Shift Patterns will be reviewed and are subject to change, in line with business requirements.

Please use the apply button above"
Learner Support Officer (V2L),CAPITA,Full Time,"Newcastle Upon Tyne, TT",,"Technical Support Advisor
Ref: 252
  Technical Support Advisor
Customer Service
Warwick
 Your key tasks and responsibilities will be:
To ensure the satisfaction and confidence of all customers in Baxi Group products and services and resolve enquiries from all internal and external groups/channels under a multi-brand strategy.
The job holder is required to take full responsibility for all technical enquiries from customers, installers, designers and specifiers, and interpret and ensure compliance with relevant legislation and standards including health & Safety.
To demonstrate an understanding of all aspects of the Service function to enable a coordinated approach to resolution of customer queries in collaboration with all areas of the business.
To recognise, identify and escalate the potential impact of product and emerging issues and proactively contribute to improvement opportunities.
Provide technical input and support for other areas of the business (Customer Relations.)
Administer field-based submissions of industry warning notices and RIDDOR documents
Provide input to ensure accuracy of technical support material.
Represent company views and values in a professional and responsible manner to ensure an enhanced customer experience and drive a ‘world class’ technical support offering. Utilise business systems to support all activities within the role.
Undertake training to support development and the addition of new skill sets as required by the business.
Health & Safety awareness and knowledge of compliance.
EDUCATION AND EXPERIENCE
Essential
Good interpersonal skills with the ability to work under pressure whilst maintain a positive attitude and a logical, structured approach to problem solving with the ability for lateral thinking.
Excellent verbal and written communication skills are essential together with keyboard competency. 
Excellent interpersonal and communication skills.
IT awareness and system literacy.
Customer Service Experience
Desirable
Ideally a background in the domestic heating, gas or electricity industry. Experience of fault diagnosis would be an advantage.
City and Guilds in gas engineering or plumbing or NVQ equivalent. Knowledge of renewable technologies will be an advantage. City & Guilds in gas service engineering or equivalent, a
A minimum of 5 years’ experience in the central heating industry and ACS accreditation
A sound knowledge of British Standards, Gas Safety Regulations, Building Regulations and codes of practise, Electrical standards and Gas Safe requirements are essential.
Applicants with transferable skills from other technological / engineering / electrical fields would be considered.
Educated to degree level or with an equivalent technical qualification.
There is a requirement to work 40 hours a week within a shift rotation, which is Monday – Friday 8am – 8pm and currently one in five Saturday’s (This could be paid as overtime or day in lieu the following week).
Shift Patterns will be reviewed and are subject to change, in line with business requirements.

Please use the apply button above"
HEAD CHEF,HR-CL Limited,Full Time,"Bridgnorth, MID",£34k - £36k Per Year,"A Head Chef paying a salary of £34,000 – £36,000 is required for a stunning exclusive wedding venue located near Bridgnorth in Shropshire. You will be working for a high end, successful and bespoke catering company that will offer a lot of support and guidance.
This is the perfect opportunity for a Head Chef or Sous Chef
The Highlights of this Head Chef role a near Bridgnorth – Shropshire are:
•Salary £34,000 - £36,000
•Stunning property
•2 Days off per week
•A lot of investment
•Stunning location in Bridgnorth – Shropshire
•Supportive management
This stunning Georgian House was restored recently and caters for weddings for 70 – 80 guests. During the peak of wedding season, you will have around 3 - 4 weddings per week and out of season 1 – 2 weddings so it all balances out.  The food is designed by the Executive Chef for this catering company and is fresh, seasonal, locally sourced if possible, high end but with a quirky twist.
Head Chef requirements:
•Monitor inventory levels of commonly used items.
•Hire, train, and mange staff about proper kitchen sanitization methods.
•Ensure that all food preparation is in accordance with regulatory guidelines.
Head Chef Experience/Skills:
•Proven working experience as a Head Chef or Sous chef
•Excellent record of kitchen management
•Rosette background desirable bit not essential as well as some events.
•Ability to spot and resolve problems efficiently
•Capable of delegating multiple tasks
If you are interested in this Head Chef role near Bridgnorth – Shropshire, then please apply now!"
Inside Sales Executive,Freight Personnel,Full Time,"Trafford Park, NW",£24k - £27k Per Year,"A Head Chef paying a salary of £34,000 – £36,000 is required for a stunning exclusive wedding venue located near Bridgnorth in Shropshire. You will be working for a high end, successful and bespoke catering company that will offer a lot of support and guidance.
This is the perfect opportunity for a Head Chef or Sous Chef
The Highlights of this Head Chef role a near Bridgnorth – Shropshire are:
•Salary £34,000 - £36,000
•Stunning property
•2 Days off per week
•A lot of investment
•Stunning location in Bridgnorth – Shropshire
•Supportive management
This stunning Georgian House was restored recently and caters for weddings for 70 – 80 guests. During the peak of wedding season, you will have around 3 - 4 weddings per week and out of season 1 – 2 weddings so it all balances out.  The food is designed by the Executive Chef for this catering company and is fresh, seasonal, locally sourced if possible, high end but with a quirky twist.
Head Chef requirements:
•Monitor inventory levels of commonly used items.
•Hire, train, and mange staff about proper kitchen sanitization methods.
•Ensure that all food preparation is in accordance with regulatory guidelines.
Head Chef Experience/Skills:
•Proven working experience as a Head Chef or Sous chef
•Excellent record of kitchen management
•Rosette background desirable bit not essential as well as some events.
•Ability to spot and resolve problems efficiently
•Capable of delegating multiple tasks
If you are interested in this Head Chef role near Bridgnorth – Shropshire, then please apply now!"
Auto Electrician,Randstad In House Services,Contractor,"Peterlee, TT",£16.18 - £21.84 Per Hour,"Calling all Auto Electricians ... Are you looking to work in a fantastic, modern environment?

We currently have an opportunity to work in Peterlee, County Durham on a temporary basis.

Benefits:
28 days paid holiday, rising to 33 days after 12 weeks service (inc. public Hols)
Monthly performance lead bonus including annual attendance bonus
Regular Performance review schemes
Full induction and ongoing training
Auto Enrolment Pension Scheme

Working Hours and Pay Rate:
£16.18 per hour
Back Shift (20%)
Night Shift (35%)
36.5 hours per week

Responsibilities:
Installation
Fault finding
Issue resolution of electrical systems for new off highway vehicle designs
Service and maintenance for electrical aspects of current product
Have the ability to work under own initiative as well as part of a team
Be accustomed to modern practices e.g. following a standard work procedure
Carry out some manual lifting
Work with an awareness of safety at all times

Requirements:
Must have served a recognised apprenticeship as an Auto Electrician
Must have experience in working in off highway / bus / train or commercial sectors
Communication - written and verbal.
Product knowledge.
Good PC skills in Microsoft Office applications.
Problem Solving.
Understanding and use of procedures.
Must have a Full driving license.
Work with limited instruction to work order plans and deadlines.
Positively contribute to personal and departmental targets.
Work independently.
Work effectively within a small team.
Use initiative and be self-motivated.
Take ownership and accountability in delivering targets.
Be comfortable with Work Shop and Quarry working in all weather conditions.

Apply today to grow your skills and work for a recognised global brand, in a challenging and quality driven manufacturing environment!

 ""We are an equal opportunities employer and welcome applications from all suitably qualified persons regardless of their race, sex, disability, religion/belief, sexual orientation or age""."
Branch Manager (Malvern),Alliance Automotive UK Limited,Contractor,"Malvern, MID",,"Calling all Auto Electricians ... Are you looking to work in a fantastic, modern environment?

We currently have an opportunity to work in Peterlee, County Durham on a temporary basis.

Benefits:
28 days paid holiday, rising to 33 days after 12 weeks service (inc. public Hols)
Monthly performance lead bonus including annual attendance bonus
Regular Performance review schemes
Full induction and ongoing training
Auto Enrolment Pension Scheme

Working Hours and Pay Rate:
£16.18 per hour
Back Shift (20%)
Night Shift (35%)
36.5 hours per week

Responsibilities:
Installation
Fault finding
Issue resolution of electrical systems for new off highway vehicle designs
Service and maintenance for electrical aspects of current product
Have the ability to work under own initiative as well as part of a team
Be accustomed to modern practices e.g. following a standard work procedure
Carry out some manual lifting
Work with an awareness of safety at all times

Requirements:
Must have served a recognised apprenticeship as an Auto Electrician
Must have experience in working in off highway / bus / train or commercial sectors
Communication - written and verbal.
Product knowledge.
Good PC skills in Microsoft Office applications.
Problem Solving.
Understanding and use of procedures.
Must have a Full driving license.
Work with limited instruction to work order plans and deadlines.
Positively contribute to personal and departmental targets.
Work independently.
Work effectively within a small team.
Use initiative and be self-motivated.
Take ownership and accountability in delivering targets.
Be comfortable with Work Shop and Quarry working in all weather conditions.

Apply today to grow your skills and work for a recognised global brand, in a challenging and quality driven manufacturing environment!

 ""We are an equal opportunities employer and welcome applications from all suitably qualified persons regardless of their race, sex, disability, religion/belief, sexual orientation or age""."
Bar Person,Potters Resort,,"Great Yarmouth, ANGL",,"BAR TEAM MEMBERS (Full Time) ~ POTTERS RESORT
 As a valued member of our Bar Team, you are integral to providing the highest standards of service to our guests, whilst they relax and enjoy our new for 2021 All Inclusive offering, from welcoming guests with morning coffee to creating those fabulous cocktails that complement the evening’s entertainment.  Naturally, we are looking for Guest focused team members with high levels of energy, excellent communication skills and the ability to quickly build relationships with our guests.
 Key Responsibilities: 
To ensure the company service standards are adhered to at all times.
Delivering a friendly and efficient service to our guests at all times whilst creating a warm and welcoming atmosphere.
Serving a variety of drinks from tea, coffee and soft drinks to a range of alcoholic beverages.
Re- stocking the bars with all products as necessary.
Cleaning of the bars to ensure that they are tidy and presentable at all times and in line with Health and Safety standards.
To be a strong team player and establish strong working relationships, treating colleagues with respect.
About the role:
Full Time – Up to 40 hours per week
Working 5 days out of 7
Shifts will include days, evenings, weekends and bank holidays around the needs of the business
 Company benefits:
Working with a really friendly and fun team (and creating fun & customer happiness for our guests/members, what’s not to like!)
Excellent learning and development opportunities – including Apprenticeship Schemes
Free use of Palms Health and Fitness Club
Discounted rates on accommodation, dining experiences, sports & leisure and entertainment and products whilst on Resort
Cycle2Work Scheme
Employee Assistance / Wellbeing Programme
If you are looking for an opportunity to progress and join a market leading Holiday Resort then this is your chance!
 Closing Date: Friday 23rd April 2021"
